transaction_id,customer_id,transaction_amount,transaction_date,payment_method,ip_address,fraud_label
75,220,52.79,2024-02-19 20:37:44,Paypal,192.168.2.1,0
76,962,75.92,2024-06-13 20:37:44,Debit Card,192.168.186.1,0
77,704,78.38,2024-02-05 20:37:44,Paypal,192.168.102.115,0
78,966,46.12,2024-02-09 20:37:44,Paypal,192.168.135.88,0
79,575,35.83,2024-04-29 20:37:44,Credit Card,192.168.197.213,0
80,585,3.15,2024-05-21 20:37:44,Wire Transfer,192.168.92.18,0
81,161,16.97,2024-02-18 20:37:44,Paypal,192.168.88.250,0
82,681,4.9,2024-01-04 20:37:44,Credit Card,192.168.160.173,0
83,89,165.97,2024-10-14 20:37:44,Debit Card,192.168.33.202,0
84,688,7.26,2023-11-25 20:37:44,Wire Transfer,192.168.73.177,0
85,781,8.23,2023-11-19 20:37:44,Paypal,192.168.161.225,0
86,585,110.17,2024-10-14 20:37:44,Paypal,192.168.199.196,0
87,757,144.06,2024-10-06 20:37:44,Debit Card,192.168.28.87,0
88,589,72.59,2024-02-19 20:37:44,Credit Card,192.168.53.224,0
89,159,0.27,2024-06-24 20:37:44,Paypal,192.168.44.80,0
90,489,0.07,2024-01-10 20:37:44,Debit Card,192.168.238.183,0
91,971,23.75,2024-05-10 20:37:44,Paypal,192.168.138.14,0
92,324,7.74,2023-11-12 20:37:44,Credit Card,192.168.103.36,0
93,610,0.93,2024-03-12 20:37:44,Wire Transfer,192.168.34.88,0
94,381,31.19,2024-09-16 20:37:44,Credit Card,192.168.146.16,0
95,102,143.29,2024-05-25 20:37:44,Credit Card,192.168.233.165,0
96,494,19.56,2024-07-13 20:37:44,Credit Card,192.168.41.25,0
97,644,54.11,2024-06-19 20:37:44,Debit Card,192.168.126.8,0
98,614,52.81,2024-08-20 20:37:44,Paypal,192.168.216.212,0
99,19,14.46,2024-03-09 20:37:44,Wire Transfer,192.168.112.94,0
100,454,52.55,2023-11-23 20:37:44,Debit Card,192.168.84.254,0
101,482,11.93,2023-11-17 20:37:44,Credit Card,192.168.146.68,0
102,594,6.51,2024-09-08 20:37:44,Wire Transfer,192.168.176.228,0
103,397,60.43,2024-09-24 20:37:44,Credit Card,192.168.198.67,0
104,279,6.02,2024-08-14 20:37:44,Credit Card,192.168.146.111,0
105,851,288.97,2024-08-02 20:37:44,Credit Card,192.168.232.18,0
106,365,10.13,2024-01-19 20:37:44,Wire Transfer,192.168.56.151,0
107,331,45.09,2024-09-17 20:37:44,Paypal,192.168.35.134,0
108,641,26.5,2024-05-01 20:37:44,Credit Card,192.168.118.26,0
109,344,6.76,2024-08-21 20:37:44,Paypal,192.168.254.213,0
110,822,1.41,2024-10-24 20:37:44,Wire Transfer,192.168.61.88,0
111,455,48.74,2023-11-15 20:37:44,Wire Transfer,192.168.15.91,0
112,601,82.19,2023-12-19 20:37:44,Credit Card,192.168.32.140,0
113,725,92.26,2024-04-29 20:37:44,Paypal,192.168.133.64,0
114,655,32.96,2024-06-21 20:37:44,Paypal,192.168.199.86,0
115,65,75.13,2024-07-24 20:37:44,Credit Card,192.168.155.207,0
116,76,55.87,2024-01-11 20:37:44,Debit Card,192.168.231.45,0
117,711,64.41,2024-02-18 20:37:44,Debit Card,192.168.249.35,0
118,143,33.92,2024-01-24 20:37:44,Wire Transfer,192.168.26.23,0
119,917,50.18,2024-04-14 20:37:44,Wire Transfer,192.168.141.218,0
120,915,81.87,2024-05-28 20:37:44,Debit Card,192.168.131.29,0
121,828,25.37,2023-12-03 20:37:44,Debit Card,192.168.194.64,0
122,605,81.99,2023-12-25 20:37:44,Debit Card,192.168.156.215,0
123,473,44.83,2024-06-10 20:37:44,Credit Card,192.168.164.113,0
124,417,9.07,2024-01-24 20:37:44,Credit Card,192.168.134.139,0
125,305,1.25,2024-02-15 20:37:44,Credit Card,192.168.166.118,0
126,736,22.53,2024-06-11 20:37:44,Credit Card,192.168.162.209,0
127,497,39.56,2024-04-16 20:37:44,Credit Card,192.168.67.108,0
128,291,91.57,2024-02-28 20:37:44,Credit Card,192.168.174.226,0
129,940,6.82,2023-11-22 20:37:44,Wire Transfer,192.168.86.29,0
130,102,80.52,2024-06-21 20:37:44,Paypal,192.168.60.54,0
131,986,99.39,2023-12-02 20:37:44,Wire Transfer,192.168.93.69,0
132,267,8.17,2023-11-17 20:37:44,Paypal,192.168.202.202,0
133,867,95.39,2024-08-05 20:37:44,Wire Transfer,192.168.117.9,0
134,968,238.11,2024-03-27 20:37:44,Wire Transfer,192.168.126.213,0
135,622,64.88,2024-04-30 20:37:44,Credit Card,192.168.77.10,0
136,974,76.8,2024-01-11 20:37:44,Credit Card,192.168.102.203,0
137,842,259.39,2023-12-31 20:37:44,Paypal,192.168.196.58,0
138,962,46.5,2024-07-14 20:37:44,Paypal,192.168.238.254,0
139,942,18.4,2024-11-04 20:37:44,Credit Card,192.168.223.113,0
140,777,90.86,2023-11-23 20:37:44,Wire Transfer,192.168.180.162,0
141,3,47.66,2024-03-11 20:37:44,Paypal,192.168.106.35,0
142,85,43.52,2024-10-19 20:37:44,Debit Card,192.168.103.103,0
143,794,14.63,2024-06-10 20:37:44,Debit Card,192.168.161.200,0
144,328,70.6,2024-07-04 20:37:44,Debit Card,192.168.160.183,0
145,816,4.26,2024-07-08 20:37:44,Paypal,192.168.97.136,0
146,450,129.04,2024-06-16 20:37:44,Credit Card,192.168.174.142,1
147,454,19.71,2024-02-06 20:37:44,Credit Card,192.168.226.136,0
148,924,6.84,2024-01-04 20:37:44,Credit Card,192.168.243.106,0
149,629,29.2,2024-06-10 20:37:44,Paypal,192.168.71.77,0
150,221,2.17,2023-11-15 20:37:44,Paypal,192.168.54.21,0
151,154,57.7,2024-07-21 20:37:44,Debit Card,192.168.111.224,0
152,665,116.5,2024-07-16 20:37:44,Paypal,192.168.75.250,0
153,12,90.78,2024-05-05 20:37:44,Debit Card,192.168.14.203,0
154,133,6.81,2024-09-13 20:37:44,Debit Card,192.168.2.226,0
155,994,6.75,2024-03-03 20:37:44,Credit Card,192.168.189.108,0
156,304,83.95,2024-06-12 20:37:44,Paypal,192.168.239.145,0
157,293,129.02,2024-05-31 20:37:44,Credit Card,192.168.78.217,0
158,975,30.87,2024-07-12 20:37:44,Credit Card,192.168.48.91,0
159,300,34.55,2024-08-31 20:37:44,Paypal,192.168.136.184,1
160,740,19.16,2023-11-24 20:37:44,Paypal,192.168.17.197,0
161,783,112.34,2024-08-02 20:37:44,Wire Transfer,192.168.12.166,0
162,43,51.77,2024-05-26 20:37:44,Debit Card,192.168.146.26,0
163,944,17.0,2024-01-16 20:37:44,Wire Transfer,192.168.223.37,0
164,343,17.75,2024-06-11 20:37:44,Debit Card,192.168.70.169,0
165,326,110.91,2023-12-19 20:37:44,Debit Card,192.168.79.170,0
166,814,0.69,2024-11-07 20:37:44,Debit Card,192.168.241.253,0
167,498,19.48,2024-06-10 20:37:44,Credit Card,192.168.90.243,0
168,364,40.41,2023-11-10 20:37:44,Credit Card,192.168.204.41,0
169,891,8.02,2024-09-05 20:37:44,Paypal,192.168.175.142,0
170,427,4.83,2023-12-19 20:37:44,Debit Card,192.168.129.17,0
171,21,84.44,2024-09-01 20:37:44,Debit Card,192.168.225.183,0
172,407,112.41,2024-07-11 20:37:44,Debit Card,192.168.221.53,0
173,619,86.75,2024-07-23 20:37:44,Credit Card,192.168.118.109,0
174,336,114.53,2023-12-29 20:37:44,Paypal,192.168.159.190,0
175,815,40.27,2024-03-07 20:37:44,Credit Card,192.168.136.158,0
176,117,83.63,2024-08-08 20:37:44,Wire Transfer,192.168.77.80,0
177,124,24.23,2024-02-15 20:37:44,Wire Transfer,192.168.194.45,0
178,399,54.87,2024-07-29 20:37:44,Wire Transfer,192.168.18.99,0
179,793,224.75,2024-07-20 20:37:44,Paypal,192.168.173.147,0
180,804,12.79,2023-12-24 20:37:44,Wire Transfer,192.168.205.243,0
181,715,24.71,2024-01-10 20:37:44,Paypal,192.168.68.83,0
182,51,32.7,2023-12-01 20:37:44,Credit Card,192.168.50.25,0
183,783,7.43,2024-09-08 20:37:44,Credit Card,192.168.166.243,0
184,324,4.23,2024-01-14 20:37:44,Paypal,192.168.121.223,0
185,789,88.52,2024-06-26 20:37:44,Credit Card,192.168.164.68,0
186,141,188.17,2024-09-15 20:37:44,Credit Card,192.168.56.39,0
187,470,25.94,2024-07-24 20:37:44,Paypal,192.168.63.128,0
188,787,4.59,2024-01-11 20:37:44,Wire Transfer,192.168.135.122,0
189,802,3.4,2024-02-25 20:37:44,Paypal,192.168.247.186,0
190,334,110.97,2024-03-01 20:37:44,Debit Card,192.168.208.59,0
191,893,31.16,2024-04-01 20:37:44,Credit Card,192.168.48.133,0
192,964,19.29,2024-05-26 20:37:44,Paypal,192.168.239.215,0
193,373,32.36,2024-06-02 20:37:44,Credit Card,192.168.36.224,0
194,564,19.16,2024-05-27 20:37:44,Wire Transfer,192.168.88.25,0
195,494,33.57,2024-04-18 20:37:44,Credit Card,192.168.173.220,1
196,539,98.15,2024-02-16 20:37:44,Paypal,192.168.19.135,0
197,669,44.86,2024-06-24 20:37:44,Wire Transfer,192.168.236.186,0
198,751,59.32,2023-11-29 20:37:44,Wire Transfer,192.168.233.209,0
199,156,22.68,2024-03-06 20:37:44,Wire Transfer,192.168.66.80,0
200,291,67.07,2024-09-15 20:37:44,Debit Card,192.168.167.125,0
201,648,54.92,2024-04-14 20:37:44,Paypal,192.168.146.103,0
202,144,6.37,2024-10-23 20:37:44,Paypal,192.168.129.191,0
203,106,42.51,2024-09-02 20:37:44,Wire Transfer,192.168.131.127,0
204,420,14.84,2024-06-29 20:37:44,Credit Card,192.168.21.126,0
205,670,81.51,2024-05-05 20:37:44,Wire Transfer,192.168.124.158,1
206,658,27.75,2024-01-06 20:37:44,Debit Card,192.168.11.22,0
207,2,261.85,2024-06-24 20:37:44,Wire Transfer,192.168.111.125,0
208,945,4.85,2024-05-19 20:37:44,Paypal,192.168.57.89,0
209,589,75.79,2024-08-04 20:37:44,Wire Transfer,192.168.131.158,0
210,644,56.0,2024-05-22 20:37:44,Credit Card,192.168.216.128,0
211,90,72.94,2024-06-08 20:37:44,Paypal,192.168.45.36,0
212,345,18.37,2024-05-10 20:37:44,Credit Card,192.168.87.118,0
213,350,33.87,2024-03-12 20:37:44,Wire Transfer,192.168.72.192,0
214,459,79.61,2024-01-10 20:37:44,Paypal,192.168.182.68,0
215,263,13.23,2024-01-29 20:37:44,Debit Card,192.168.178.103,0
216,351,12.81,2024-10-13 20:37:44,Paypal,192.168.235.159,0
217,108,40.04,2023-11-15 20:37:44,Credit Card,192.168.29.187,0
218,586,37.07,2024-09-10 20:37:44,Paypal,192.168.164.205,0
219,39,16.58,2024-04-21 20:37:44,Debit Card,192.168.105.73,0
220,909,17.7,2024-03-04 20:37:44,Debit Card,192.168.119.85,0
221,159,16.28,2023-11-13 20:37:44,Debit Card,192.168.243.195,0
222,583,73.81,2024-09-01 20:37:44,Debit Card,192.168.89.89,0
223,959,52.76,2024-10-19 20:37:44,Credit Card,192.168.76.221,0
224,312,89.31,2024-06-10 20:37:44,Paypal,192.168.139.116,0
225,241,185.4,2024-07-30 20:37:44,Wire Transfer,192.168.139.241,0
226,938,32.14,2024-08-06 20:37:44,Debit Card,192.168.253.154,0
227,445,3.45,2023-11-14 20:37:44,Wire Transfer,192.168.53.142,0
228,298,2.46,2024-03-25 20:37:44,Wire Transfer,192.168.64.208,0
229,952,17.53,2024-07-07 20:37:44,Paypal,192.168.248.138,0
230,36,134.81,2024-02-25 20:37:44,Wire Transfer,192.168.31.223,0
231,84,37.03,2023-12-23 20:37:44,Wire Transfer,192.168.36.10,0
232,452,15.86,2024-03-18 20:37:44,Credit Card,192.168.26.20,0
233,886,25.47,2024-05-31 20:37:44,Wire Transfer,192.168.125.44,0
234,775,45.64,2024-09-28 20:37:44,Paypal,192.168.62.201,0
235,822,52.91,2024-02-07 20:37:44,Wire Transfer,192.168.79.9,0
236,385,8.36,2023-11-22 20:37:44,Paypal,192.168.71.90,0
237,172,188.68,2024-09-02 20:37:44,Debit Card,192.168.24.140,0
238,376,39.35,2024-05-20 20:37:44,Wire Transfer,192.168.60.84,0
239,685,7.29,2023-12-14 20:37:44,Wire Transfer,192.168.120.78,0
240,362,112.04,2024-07-07 20:37:44,Wire Transfer,192.168.214.16,0
241,559,3.88,2024-05-23 20:37:44,Debit Card,192.168.29.160,0
242,891,119.15,2024-09-23 20:37:44,Credit Card,192.168.211.119,0
243,141,283.7,2024-02-22 20:37:44,Wire Transfer,192.168.35.43,0
244,887,60.27,2024-04-06 20:37:44,Paypal,192.168.96.119,0
245,918,73.58,2024-01-09 20:37:44,Credit Card,192.168.53.20,0
246,118,20.57,2024-07-08 20:37:44,Credit Card,192.168.115.232,0
247,277,142.0,2024-01-21 20:37:44,Credit Card,192.168.212.8,0
248,726,37.72,2024-05-31 20:37:44,Wire Transfer,192.168.122.227,0
249,220,65.91,2024-04-22 20:37:44,Debit Card,192.168.42.77,1
250,905,128.92,2024-02-08 20:37:44,Debit Card,192.168.233.70,0
251,26,184.81,2024-04-17 20:37:44,Wire Transfer,192.168.111.16,0
252,521,89.55,2024-09-30 20:37:44,Paypal,192.168.69.53,0
253,783,18.05,2024-02-10 20:37:44,Paypal,192.168.173.179,0
254,10,169.88,2024-05-05 20:37:44,Paypal,192.168.226.6,0
255,984,49.46,2023-11-20 20:37:44,Wire Transfer,192.168.123.33,0
256,378,133.42,2024-08-08 20:37:44,Debit Card,192.168.207.15,0
257,633,56.37,2024-09-28 20:37:44,Wire Transfer,192.168.14.167,0
258,637,18.35,2024-07-25 20:37:44,Debit Card,192.168.63.5,0
259,682,23.1,2023-12-17 20:37:44,Credit Card,192.168.244.121,0
260,584,39.98,2024-09-05 20:37:44,Wire Transfer,192.168.90.240,0
261,152,78.04,2023-11-10 20:37:44,Debit Card,192.168.209.107,0
262,720,19.14,2024-01-05 20:37:44,Credit Card,192.168.239.180,0
263,49,43.34,2024-06-27 20:37:44,Credit Card,192.168.16.99,0
264,154,21.2,2024-10-16 20:37:44,Wire Transfer,192.168.166.53,0
265,859,84.58,2024-10-12 20:37:44,Debit Card,192.168.215.77,0
266,293,31.44,2024-09-08 20:37:44,Credit Card,192.168.225.93,0
267,580,3.99,2024-02-10 20:37:44,Wire Transfer,192.168.181.174,0
268,50,9.08,2024-03-25 20:37:44,Credit Card,192.168.98.98,0
269,664,3.15,2024-10-20 20:37:44,Paypal,192.168.219.143,0
270,531,34.59,2024-11-06 20:37:44,Wire Transfer,192.168.59.178,0
271,612,5.62,2024-04-05 20:37:44,Credit Card,192.168.137.26,0
272,60,6.06,2024-01-07 20:37:44,Wire Transfer,192.168.3.100,0
273,167,141.55,2024-06-26 20:37:44,Wire Transfer,192.168.47.5,0
274,202,103.04,2024-11-06 20:37:44,Debit Card,192.168.62.212,0
275,857,30.08,2024-04-30 20:37:44,Debit Card,192.168.84.133,0
276,146,212.74,2024-08-28 20:37:44,Credit Card,192.168.138.80,0
277,915,0.01,2023-11-14 20:37:44,Wire Transfer,192.168.63.25,0
278,676,47.59,2024-07-14 20:37:44,Wire Transfer,192.168.44.153,0
279,970,47.91,2024-06-08 20:37:44,Paypal,192.168.158.14,0
280,993,30.57,2024-04-14 20:37:44,Wire Transfer,192.168.86.171,0
281,439,25.29,2024-10-06 20:37:44,Debit Card,192.168.156.222,0
282,242,30.38,2024-06-25 20:37:44,Wire Transfer,192.168.19.102,0
283,581,26.8,2023-12-27 20:37:44,Debit Card,192.168.170.20,0
284,687,65.56,2024-07-12 20:37:44,Paypal,192.168.227.214,0
285,561,7.27,2024-07-17 20:37:44,Credit Card,192.168.79.139,0
286,483,11.01,2024-10-27 20:37:44,Debit Card,192.168.182.98,0
287,108,9.95,2024-09-01 20:37:44,Credit Card,192.168.121.152,0
288,226,15.22,2023-12-12 20:37:44,Credit Card,192.168.198.17,0
289,673,37.25,2024-02-26 20:37:44,Credit Card,192.168.156.50,0
290,631,5.89,2024-08-12 20:37:44,Credit Card,192.168.223.228,0
291,661,101.31,2024-09-23 20:37:44,Debit Card,192.168.183.201,0
292,977,17.65,2024-02-23 20:37:44,Paypal,192.168.10.149,0
293,662,8.87,2024-03-26 20:37:44,Wire Transfer,192.168.58.162,0
294,432,56.29,2024-05-13 20:37:44,Debit Card,192.168.95.221,0
295,805,1.94,2024-10-30 20:37:44,Paypal,192.168.107.171,1
296,655,48.38,2024-01-30 20:37:44,Wire Transfer,192.168.139.33,0
297,419,59.9,2024-07-06 20:37:44,Credit Card,192.168.186.46,0
298,988,12.1,2024-06-28 20:37:44,Wire Transfer,192.168.189.190,0
299,455,2.14,2024-06-07 20:37:44,Wire Transfer,192.168.129.149,0
300,160,22.6,2024-03-06 20:37:44,Paypal,192.168.62.192,0
301,523,5.19,2024-06-22 20:37:44,Wire Transfer,192.168.87.249,0
302,650,6.19,2023-12-27 20:37:44,Credit Card,192.168.73.184,0
303,969,14.67,2024-05-17 20:37:44,Debit Card,192.168.1.21,0
304,590,17.51,2023-12-22 20:37:44,Debit Card,192.168.22.182,0
305,77,37.75,2024-05-19 20:37:44,Paypal,192.168.4.65,0
306,509,56.72,2024-08-27 20:37:44,Credit Card,192.168.179.202,0
307,441,44.92,2023-11-24 20:37:44,Credit Card,192.168.63.143,0
308,254,8.03,2024-06-19 20:37:44,Wire Transfer,192.168.244.36,0
309,921,9.44,2024-01-22 20:37:44,Paypal,192.168.29.180,0
310,770,105.5,2024-07-20 20:37:44,Credit Card,192.168.174.69,0
311,320,40.86,2024-04-17 20:37:44,Credit Card,192.168.157.111,0
312,803,101.99,2024-07-01 20:37:44,Credit Card,192.168.175.219,0
313,263,23.22,2024-07-22 20:37:44,Debit Card,192.168.153.208,0
314,597,47.65,2024-09-03 20:37:44,Debit Card,192.168.144.100,0
315,658,37.08,2024-08-15 20:37:44,Debit Card,192.168.217.41,0
316,835,19.22,2024-02-08 20:37:44,Wire Transfer,192.168.193.197,1
317,554,31.74,2024-03-27 20:37:44,Wire Transfer,192.168.233.148,0
318,374,34.91,2023-12-20 20:37:44,Wire Transfer,192.168.197.164,0
319,637,11.21,2024-10-30 20:37:44,Credit Card,192.168.221.240,0
320,167,18.92,2023-11-20 20:37:44,Debit Card,192.168.226.186,0
321,937,78.37,2024-01-26 20:37:44,Credit Card,192.168.48.210,0
322,753,123.72,2024-07-20 20:37:44,Credit Card,192.168.130.208,0
323,459,22.3,2024-10-16 20:37:44,Paypal,192.168.157.225,0
324,999,18.33,2024-01-23 20:37:44,Credit Card,192.168.144.163,0
325,280,10.86,2023-12-06 20:37:44,Wire Transfer,192.168.111.62,0
326,700,56.74,2023-12-19 20:37:44,Debit Card,192.168.107.106,0
327,302,19.51,2024-05-25 20:37:44,Debit Card,192.168.209.132,0
328,531,220.11,2024-07-23 20:37:44,Credit Card,192.168.113.68,0
329,580,19.7,2024-05-03 20:37:44,Wire Transfer,192.168.179.89,0
330,218,25.05,2023-11-20 20:37:44,Wire Transfer,192.168.161.78,0
331,102,46.23,2024-04-27 20:37:44,Wire Transfer,192.168.152.75,0
332,554,80.89,2024-10-07 20:37:44,Debit Card,192.168.25.156,0
333,288,31.7,2024-04-18 20:37:44,Wire Transfer,192.168.7.113,0
334,167,27.47,2024-01-02 20:37:44,Wire Transfer,192.168.36.10,0
335,621,271.74,2024-05-11 20:37:44,Credit Card,192.168.113.36,0
336,36,0.53,2024-06-15 20:37:44,Paypal,192.168.223.211,1
337,744,112.72,2024-02-15 20:37:44,Wire Transfer,192.168.18.241,0
338,741,8.08,2024-10-29 20:37:44,Credit Card,192.168.134.220,0
339,353,77.07,2024-08-31 20:37:44,Credit Card,192.168.135.102,1
340,676,48.11,2024-02-27 20:37:44,Wire Transfer,192.168.249.140,0
341,899,20.92,2024-04-04 20:37:44,Paypal,192.168.169.242,0
342,73,103.52,2024-01-17 20:37:44,Debit Card,192.168.191.226,0
343,648,0.65,2023-11-13 20:37:44,Paypal,192.168.25.209,0
344,353,12.85,2024-02-24 20:37:44,Wire Transfer,192.168.181.33,0
345,891,41.84,2024-11-06 20:37:44,Paypal,192.168.87.73,0
346,70,21.66,2024-08-17 20:37:44,Credit Card,192.168.6.190,0
347,425,47.13,2024-06-06 20:37:44,Credit Card,192.168.194.230,0
348,999,1.22,2024-06-11 20:37:44,Paypal,192.168.137.67,0
349,708,6.19,2024-05-17 20:37:44,Debit Card,192.168.144.217,0
350,781,6.8,2024-04-28 20:37:44,Paypal,192.168.216.239,0
351,561,10.49,2024-07-25 20:37:44,Wire Transfer,192.168.93.108,0
352,828,30.75,2024-06-28 20:37:44,Debit Card,192.168.183.168,0
353,642,69.74,2024-02-07 20:37:44,Paypal,192.168.26.38,0
354,956,117.98,2023-11-23 20:37:44,Paypal,192.168.163.215,0
355,517,90.2,2024-06-07 20:37:44,Debit Card,192.168.196.187,0
356,428,10.96,2024-02-06 20:37:44,Paypal,192.168.234.142,0
357,539,29.09,2024-03-18 20:37:44,Wire Transfer,192.168.245.248,0
358,160,11.12,2024-03-14 20:37:44,Credit Card,192.168.175.103,0
359,149,15.36,2024-10-27 20:37:44,Wire Transfer,192.168.199.200,0
360,776,35.01,2023-12-03 20:37:44,Paypal,192.168.42.179,0
361,230,3.53,2024-10-05 20:37:44,Credit Card,192.168.147.66,0
362,712,12.31,2024-09-23 20:37:44,Debit Card,192.168.175.193,0
363,562,136.96,2024-04-09 20:37:44,Wire Transfer,192.168.42.38,0
364,67,31.38,2024-06-16 20:37:44,Debit Card,192.168.246.141,0
365,812,29.47,2024-06-03 20:37:44,Credit Card,192.168.106.172,0
366,381,0.73,2024-07-07 20:37:44,Paypal,192.168.152.96,0
367,58,14.21,2024-07-22 20:37:44,Credit Card,192.168.158.70,0
368,259,100.61,2024-10-03 20:37:44,Credit Card,192.168.38.97,0
369,342,8.99,2024-02-06 20:37:44,Debit Card,192.168.108.119,0
370,838,26.82,2024-10-26 20:37:44,Wire Transfer,192.168.151.74,0
371,130,0.72,2023-11-28 20:37:44,Credit Card,192.168.57.110,0
372,727,32.54,2024-03-22 20:37:44,Paypal,192.168.79.252,0
373,172,1.06,2023-12-29 20:37:44,Credit Card,192.168.151.248,0
